Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Age_gorup,Income_Band,Tenure_group
28,0,Travel_Rarely,995,Research & Development,9,3,Medical,930,3,Female,77,3,1,Research Scientist,3,2377,9834,5,No,18,3,6,3,2,2,2,26-35,Low,0-1 Years
39,1,Travel_Rarely,1122,Research & Development,6,3,Medical,932,4,Male,70,3,1,Laboratory Technician,1,2404,4303,7,Yes,21,4,8,1,2,2,2,36-45,Low,0-1 Years
27,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,933,2,Female,76,3,1,Research Scientist,3,2318,17808,1,No,19,3,1,3,1,1,0,26-35,Low,0-1 Years
34,0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,934,2,Male,83,3,1,Laboratory Technician,2,2008,6896,1,No,14,3,1,3,1,0,1,26-35,Low,0-1 Years
42,0,Travel_Rarely,462,Sales,14,2,Medical,936,3,Female,68,2,2,Sales Executive,3,6244,7824,7,No,17,3,10,3,5,4,0,36-45,Medium,4-7 Years
33,0,Travel_Rarely,1198,Research & Development,1,4,Other,939,3,Male,100,2,1,Research Scientist,1,2799,3339,3,Yes,11,3,6,3,3,2,0,26-35,Low,0-1 Years
58,0,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,940,3,Female,37,2,3,Healthcare Representative,2,10552,9255,2,Yes,13,3,24,3,6,0,0,46+,High,4-7 Years
31,0,Travel_Rarely,154,Sales,7,4,Life Sciences,941,2,Male,41,2,1,Sales Representative,3,2329,11737,3,No,15,3,13,4,7,7,5,26-35,Low,4-7 Years
35,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,942,4,Female,51,3,2,Healthcare Representative,4,4014,19170,1,Yes,25,4,10,1,10,6,0,26-35,Low,8+ Years
49,0,Travel_Rarely,527,Research & Development,8,2,Other,944,1,Female,51,3,3,Laboratory Technician,2,7403,22477,4,No,11,3,29,2,26,9,1,46+,Medium,8+ Years
48,0,Travel_Rarely,1469,Research & Development,20,4,Medical,945,4,Male,51,3,1,Research Scientist,3,2259,5543,4,No,17,3,13,2,0,0,0,46+,Low,0-1 Years
31,0,Non-Travel,1188,Sales,20,2,Marketing,947,4,Female,45,3,2,Sales Executive,3,6932,24406,1,No,13,3,9,2,9,8,0,26-35,Medium,8+ Years
36,0,Travel_Rarely,188,Research & Development,7,4,Other,949,2,Male,65,3,1,Research Scientist,4,4678,23293,2,No,18,3,8,3,6,2,0,36-45,Low,4-7 Years
38,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,950,4,Female,80,3,3,Research Director,1,13582,16292,1,No,13,3,15,3,15,12,5,36-45,High,8+ Years
32,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,951,3,Female,70,2,1,Laboratory Technician,2,2332,3974,6,No,20,4,5,3,3,0,0,26-35,Low,0-1 Years
25,1,Travel_Rarely,867,Sales,19,2,Marketing,952,3,Male,36,2,1,Sales Representative,2,2413,18798,1,Yes,18,3,1,3,1,0,0,18-25,Low,0-1 Years
40,0,Travel_Rarely,658,Sales,10,4,Marketing,954,1,Male,67,2,3,Sales Executive,2,9705,20652,2,No,12,3,11,2,1,0,0,36-45,Medium,0-1 Years
26,0,Travel_Frequently,1283,Sales,1,3,Medical,956,3,Male,52,2,2,Sales Executive,1,4294,11148,1,No,12,3,7,3,7,7,0,26-35,Low,4-7 Years
41,0,Travel_Rarely,263,Research & Development,6,3,Medical,957,4,Male,59,3,1,Laboratory Technician,1,4721,3119,2,Yes,13,3,20,3,18,13,2,36-45,Low,8+ Years
36,0,Travel_Rarely,938,Research & Development,2,4,Medical,958,3,Male,79,3,1,Laboratory Technician,3,2519,12287,4,No,21,4,16,3,11,8,3,36-45,Low,8+ Years
19,1,Travel_Rarely,419,Sales,21,3,Other,959,4,Male,37,2,1,Sales Representative,2,2121,9947,1,Yes,13,3,1,4,1,0,0,18-25,Low,0-1 Years
20,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,960,1,Male,84,3,1,Laboratory Technician,1,2973,13008,1,No,19,3,1,3,1,0,0,18-25,Low,0-1 Years
31,0,Travel_Rarely,616,Research & Development,12,3,Medical,961,4,Female,41,3,2,Healthcare Representative,4,5855,17369,0,Yes,11,3,10,1,9,7,8,26-35,Medium,8+ Years
40,0,Travel_Frequently,1469,Research & Development,9,4,Medical,964,4,Male,35,3,1,Research Scientist,2,3617,25063,8,Yes,14,3,3,3,1,1,0,36-45,Low,0-1 Years
32,0,Travel_Rarely,498,Research & Development,3,4,Medical,966,3,Female,93,3,2,Manufacturing Director,1,6725,13554,1,No,12,3,8,4,8,7,6,26-35,Medium,8+ Years
36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,967,3,Male,51,2,3,Sales Executive,4,10325,5518,1,Yes,11,3,16,3,16,7,3,36-45,High,8+ Years
33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,969,2,Female,42,2,2,Healthcare Representative,4,6949,12291,0,No,14,3,6,3,5,0,1,26-35,Medium,4-7 Years
37,1,Travel_Rarely,625,Sales,1,4,Life Sciences,970,1,Male,46,2,3,Sales Executive,3,10609,14922,5,No,11,3,17,1,14,1,11,36-45,High,8+ Years
45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,972,3,Male,57,3,2,Laboratory Technician,2,4447,23163,1,No,12,3,9,2,9,7,0,36-45,Low,8+ Years
29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,974,3,Female,84,3,1,Sales Representative,4,2157,18203,1,No,15,3,3,3,3,1,0,26-35,Low,0-1 Years
35,0,Travel_Rarely,1219,Sales,18,3,Medical,975,3,Female,86,3,2,Sales Executive,3,4601,6179,1,No,16,3,5,3,5,2,1,26-35,Low,4-7 Years
52,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,976,4,Male,70,3,4,Manager,4,17099,13829,2,No,15,3,26,2,9,8,7,46+,High,8+ Years
58,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,977,4,Male,51,3,1,Research Scientist,3,2479,26227,4,No,24,4,7,3,1,0,0,46+,Low,0-1 Years
53,0,Travel_Rarely,1376,Sales,2,2,Medical,981,3,Male,45,3,4,Manager,3,14852,13938,6,No,13,3,22,4,17,13,15,46+,High,8+ Years
30,0,Travel_Rarely,231,Sales,8,2,Other,982,3,Male,62,3,3,Sales Executive,3,7264,9977,5,No,11,3,10,4,8,4,7,26-35,Medium,8+ Years
38,0,Non-Travel,152,Sales,10,3,Technical Degree,983,3,Female,85,3,2,Sales Executive,4,5666,19899,1,Yes,13,3,6,3,5,3,1,36-45,Medium,4-7 Years
35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,984,4,Male,92,3,3,Sales Executive,4,7823,6812,6,No,13,3,12,3,10,9,0,26-35,Medium,8+ Years
39,0,Travel_Rarely,903,Sales,2,5,Life Sciences,985,1,Male,41,4,3,Sales Executive,3,7880,2560,0,No,18,3,9,3,8,7,0,36-45,Medium,8+ Years
40,1,Non-Travel,1479,Sales,24,3,Life Sciences,986,2,Female,100,4,4,Sales Executive,2,13194,17071,4,Yes,16,3,22,2,1,0,0,36-45,High,0-1 Years
47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,987,3,Male,64,4,2,Manufacturing Director,3,5067,6759,1,Yes,19,3,20,4,19,10,2,46+,Medium,8+ Years
36,0,Non-Travel,1229,Sales,8,4,Technical Degree,990,1,Male,84,3,2,Sales Executive,4,5079,25952,4,No,13,3,12,3,7,7,0,36-45,Medium,4-7 Years
31,1,Non-Travel,335,Research & Development,9,2,Medical,991,3,Male,46,2,1,Research Scientist,1,2321,10322,0,Yes,22,4,4,3,3,2,1,26-35,Low,0-1 Years
33,0,Non-Travel,722,Sales,17,3,Life Sciences,992,4,Male,38,3,4,Manager,3,17444,20489,1,No,11,3,10,3,10,8,6,26-35,High,8+ Years
29,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,994,4,Female,92,2,1,Research Scientist,1,2404,11479,6,Yes,20,4,3,3,0,0,0,26-35,Low,0-1 Years
33,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,995,2,Female,53,3,1,Research Scientist,4,3452,17241,3,No,18,3,5,3,3,2,0,26-35,Low,0-1 Years
45,0,Travel_Rarely,974,Research & Development,1,4,Medical,996,4,Female,91,3,1,Laboratory Technician,4,2270,11005,3,No,14,3,8,3,5,3,0,36-45,Low,4-7 Years
50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,997,4,Male,66,3,4,Research Director,4,17399,6615,9,No,22,4,32,2,5,4,1,46+,High,4-7 Years
33,0,Travel_Frequently,827,Research & Development,1,4,Other,998,3,Female,84,4,2,Healthcare Representative,2,5488,20161,1,Yes,13,3,6,3,6,5,1,26-35,Medium,4-7 Years
41,0,Travel_Frequently,840,Research & Development,9,3,Medical,999,1,Male,64,3,5,Research Director,3,19419,3735,2,No,17,3,21,4,18,16,0,36-45,High,8+ Years
27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1001,3,Female,37,3,1,Laboratory Technician,2,2811,12086,9,No,14,3,4,3,2,2,2,26-35,Low,0-1 Years
45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,1002,4,Male,42,3,2,Laboratory Technician,1,3633,14039,1,Yes,15,3,9,3,9,8,0,36-45,Low,8+ Years
47,0,Travel_Rarely,955,Sales,4,2,Life Sciences,1003,4,Female,83,3,2,Sales Executive,4,4163,8571,1,Yes,17,3,9,3,9,0,0,46+,Low,8+ Years
30,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1004,1,Female,48,3,1,Research Scientist,3,2132,11539,4,Yes,11,3,7,3,5,2,0,26-35,Low,4-7 Years
50,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1005,4,Male,95,3,4,Manufacturing Director,3,13973,4161,3,Yes,18,3,22,3,12,11,1,46+,High,8+ Years
38,0,Travel_Frequently,1391,Research & Development,10,1,Medical,1006,3,Male,66,3,1,Research Scientist,3,2684,12127,0,No,17,3,3,2,2,1,0,36-45,Low,0-1 Years
46,0,Travel_Rarely,566,Research & Development,7,2,Medical,1007,4,Male,75,3,3,Manufacturing Director,3,10845,24208,6,No,13,3,13,3,8,7,0,46+,High,8+ Years
24,0,Travel_Rarely,1206,Research & Development,17,1,Medical,1009,4,Female,41,2,2,Manufacturing Director,3,4377,24117,1,No,15,3,5,3,4,2,3,18-25,Low,4-7 Years
35,1,Travel_Rarely,622,Research & Development,14,4,Other,1010,3,Male,39,2,1,Laboratory Technician,2,3743,10074,1,Yes,24,4,5,1,4,2,0,26-35,Low,4-7 Years
31,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1011,3,Female,96,3,2,Manufacturing Director,1,4148,11275,1,No,12,3,4,3,4,3,0,26-35,Low,4-7 Years
18,0,Non-Travel,287,Research & Development,5,2,Life Sciences,1012,2,Male,73,3,1,Research Scientist,4,1051,13493,1,No,15,3,0,3,0,0,0,18-25,Low,0-1 Years
54,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1013,3,Female,56,3,3,Manufacturing Director,3,10739,13943,8,No,11,3,22,3,10,7,0,46+,High,8+ Years
35,0,Travel_Rarely,583,Research & Development,25,4,Medical,1014,3,Female,57,3,3,Healthcare Representative,3,10388,6975,1,Yes,11,3,16,2,16,10,10,26-35,High,8+ Years
30,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1015,2,Female,73,4,3,Research Director,1,11416,17802,0,Yes,12,3,9,2,8,7,1,26-35,High,8+ Years
20,1,Travel_Rarely,1097,Research & Development,11,3,Medical,1016,4,Female,98,2,1,Research Scientist,1,2600,18275,1,Yes,15,3,1,3,1,0,0,18-25,Low,0-1 Years
30,1,Travel_Frequently,109,Research & Development,5,3,Medical,1017,2,Female,60,3,1,Laboratory Technician,2,2422,25725,0,No,17,3,4,3,3,2,1,26-35,Low,0-1 Years
26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,1018,4,Male,32,4,2,Manufacturing Director,4,5472,3334,1,No,12,3,8,3,8,7,1,26-35,Medium,8+ Years
22,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1019,2,Male,94,1,1,Laboratory Technician,1,2451,6881,1,No,15,3,4,2,4,3,1,18-25,Low,4-7 Years
48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1022,1,Male,97,2,2,Healthcare Representative,3,4240,13119,2,No,13,3,19,3,2,2,2,46+,Low,0-1 Years
48,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1024,3,Male,78,2,3,Healthcare Representative,3,10999,22245,7,No,14,3,27,3,15,11,4,46+,High,8+ Years
41,0,Travel_Rarely,549,Research & Development,7,2,Medical,1025,4,Female,42,3,2,Manufacturing Director,3,5003,23371,6,No,14,3,8,3,2,2,2,36-45,Medium,0-1 Years
39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1026,4,Female,65,2,4,Manufacturing Director,4,12742,7060,1,No,16,3,21,3,21,6,11,36-45,High,8+ Years
27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1027,1,Female,47,3,2,Manufacturing Director,4,4227,4658,0,No,18,3,4,3,3,2,2,26-35,Low,0-1 Years
35,0,Travel_Rarely,802,Research & Development,10,3,Other,1028,2,Male,45,3,1,Laboratory Technician,4,3917,9541,1,No,20,4,3,2,3,2,1,26-35,Low,0-1 Years
42,0,Travel_Rarely,265,Sales,5,2,Marketing,1029,4,Male,90,3,5,Manager,3,18303,7770,6,No,13,3,21,4,1,0,0,36-45,High,0-1 Years
50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1030,1,Male,64,3,1,Laboratory Technician,4,2380,20165,4,No,18,3,8,3,1,0,0,46+,Low,0-1 Years
59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1032,3,Female,69,2,4,Manufacturing Director,4,13726,21829,3,Yes,13,3,30,3,5,3,4,46+,High,4-7 Years
37,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1033,1,Female,61,1,2,Healthcare Representative,2,4777,14382,5,No,15,3,15,1,1,0,0,36-45,Low,0-1 Years
55,0,Travel_Frequently,135,Research & Development,18,4,Medical,1034,3,Male,62,3,2,Healthcare Representative,2,6385,12992,3,Yes,14,3,17,3,8,7,6,46+,Medium,8+ Years
41,0,Non-Travel,247,Research & Development,7,1,Life Sciences,1035,2,Female,55,1,5,Research Director,3,19973,20284,1,No,22,4,21,3,21,16,5,36-45,High,8+ Years
38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,1036,2,Male,42,3,2,Sales Executive,4,6861,4981,8,Yes,12,3,19,3,1,0,0,36-45,Medium,0-1 Years
26,1,Non-Travel,265,Sales,29,2,Medical,1037,2,Male,79,1,2,Sales Executive,1,4969,21813,8,No,18,3,7,3,2,2,2,26-35,Low,0-1 Years
52,1,Travel_Rarely,266,Sales,2,1,Marketing,1038,1,Female,57,1,5,Manager,4,19845,25846,1,No,15,3,33,3,32,14,6,46+,High,8+ Years
44,0,Travel_Rarely,1448,Sales,28,3,Medical,1039,4,Female,53,4,4,Sales Executive,4,13320,11737,3,Yes,18,3,23,3,12,11,11,36-45,High,8+ Years
50,0,Non-Travel,145,Sales,1,3,Life Sciences,1040,4,Female,95,3,2,Sales Executive,3,6347,24920,0,No,12,3,19,3,18,7,0,46+,Medium,8+ Years
36,1,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1042,3,Female,43,4,1,Laboratory Technician,1,2743,8269,1,No,16,3,18,3,17,13,15,36-45,Low,8+ Years
39,0,Travel_Frequently,945,Research & Development,22,3,Medical,1043,4,Female,82,3,3,Manufacturing Director,1,10880,5083,1,Yes,13,3,21,3,21,6,2,36-45,High,8+ Years
33,0,Non-Travel,1038,Sales,8,1,Life Sciences,1044,2,Female,88,2,1,Sales Representative,4,2342,21437,0,No,19,3,3,2,2,2,2,26-35,Low,0-1 Years
45,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,1045,4,Female,90,3,4,Manager,4,17650,5404,3,No,13,3,26,4,9,3,1,36-45,High,8+ Years
32,0,Non-Travel,1109,Research & Development,29,4,Medical,1046,4,Female,69,3,1,Laboratory Technician,3,4025,11135,9,No,12,3,10,3,8,7,7,26-35,Low,8+ Years
34,0,Travel_Rarely,216,Sales,1,4,Marketing,1047,2,Male,75,4,2,Sales Executive,4,9725,12278,0,No,11,3,16,2,15,1,0,26-35,Medium,8+ Years
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,1048,2,Male,66,3,3,Manager,4,11904,11038,3,Yes,14,3,14,1,6,4,0,46+,High,4-7 Years
45,0,Travel_Rarely,788,Human Resources,24,4,Medical,1049,2,Male,36,3,1,Human Resources,2,2177,8318,1,No,16,3,6,3,6,3,0,36-45,Low,4-7 Years
53,0,Travel_Frequently,124,Sales,2,3,Marketing,1050,3,Female,38,2,3,Sales Executive,2,7525,23537,2,No,12,3,30,3,15,7,6,46+,Medium,8+ Years
36,1,Travel_Rarely,660,Research & Development,15,3,Other,1052,1,Male,81,3,2,Laboratory Technician,3,4834,7858,7,No,14,3,9,2,1,0,0,36-45,Low,0-1 Years
26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1053,1,Male,57,3,1,Research Scientist,1,2042,15346,6,Yes,14,3,6,3,3,2,1,26-35,Low,0-1 Years
34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,1055,3,Female,87,3,1,Sales Representative,3,2220,18410,1,Yes,19,3,1,3,1,1,0,26-35,Low,0-1 Years
28,0,Travel_Rarely,1144,Sales,10,1,Medical,1056,4,Male,74,3,1,Sales Representative,2,1052,23384,1,No,22,4,1,3,1,0,0,26-35,Low,0-1 Years
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,1060,3,Male,44,3,1,Research Scientist,3,2821,2997,3,No,16,3,8,3,2,2,2,36-45,Low,0-1 Years
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,1061,2,Male,62,3,5,Research Director,3,19237,12853,2,Yes,11,3,29,2,8,1,7,46+,High,8+ Years
37,0,Travel_Rarely,124,Research & Development,3,3,Other,1062,4,Female,35,3,2,Healthcare Representative,2,4107,13848,3,No,15,3,8,2,4,3,0,36-45,Low,4-7 Years
40,0,Travel_Rarely,300,Sales,26,3,Marketing,1066,3,Male,74,3,2,Sales Executive,1,8396,22217,1,No,14,3,8,2,7,7,7,36-45,Medium,4-7 Years
26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,2007,25265,1,No,13,3,5,3,5,3,1,26-35,Low,4-7 Years
46,0,Travel_Rarely,430,Research & Development,1,4,Medical,1069,4,Male,40,3,5,Research Director,4,19627,21445,9,No,17,3,23,3,2,2,2,46+,High,0-1 Years
54,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,10686,8392,6,No,11,3,13,3,9,4,7,46+,High,8+ Years
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,2942,12154,2,No,19,3,18,3,5,4,0,46+,Low,4-7 Years
36,0,Travel_Rarely,796,Research & Development,12,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,8858,15669,0,No,11,3,15,2,14,8,7,36-45,Medium,8+ Years
55,0,Non-Travel,444,Research & Development,2,1,Medical,1074,3,Male,40,2,4,Manager,1,16756,17323,7,No,15,3,31,4,9,7,6,46+,High,8+ Years
43,0,Travel_Rarely,415,Sales,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,10798,5268,5,No,13,3,18,3,1,0,0,36-45,High,0-1 Years
20,1,Travel_Frequently,769,Sales,9,3,Marketing,1077,4,Female,54,3,1,Sales Representative,4,2323,17205,1,Yes,14,3,2,3,2,2,0,18-25,Low,0-1 Years
21,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1079,3,Female,36,2,1,Laboratory Technician,1,1416,17258,1,No,13,3,1,2,1,0,1,18-25,Low,0-1 Years
46,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,4615,21029,8,Yes,23,4,19,3,16,13,1,46+,Low,8+ Years
51,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,2461,10332,9,Yes,12,3,18,4,10,0,2,46+,Low,8+ Years
28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,8722,12355,1,No,12,3,10,2,10,7,1,26-35,Medium,8+ Years
26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,3955,11141,1,No,16,3,6,3,5,3,1,26-35,Low,4-7 Years
30,0,Travel_Rarely,1176,Research & Development,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,9957,9096,0,No,15,3,7,2,6,2,0,26-35,Medium,4-7 Years
41,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,3376,18863,1,No,13,3,10,3,10,6,0,36-45,Low,8+ Years
38,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,8823,24608,0,No,18,3,20,2,19,9,1,36-45,Medium,8+ Years
40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,10322,26542,4,No,20,4,14,3,11,10,11,36-45,High,8+ Years
27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,4621,5869,1,No,19,3,3,3,3,2,1,26-35,Low,0-1 Years
55,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,10976,15813,3,No,18,3,23,3,3,2,1,46+,High,0-1 Years
28,0,Travel_Rarely,857,Research & Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,3660,7909,3,No,13,3,10,4,8,7,1,26-35,Low,8+ Years
44,1,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,10482,2326,9,No,14,3,24,3,20,6,3,36-45,High,8+ Years
33,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,7119,21214,4,No,15,3,9,3,3,2,1,26-35,Medium,0-1 Years
35,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,9582,10333,0,Yes,22,4,9,3,8,7,4,26-35,Medium,8+ Years
33,1,Travel_Frequently,827,Research & Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,4508,3129,1,No,22,4,14,3,13,7,3,26-35,Low,8+ Years
28,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,2207,22482,1,No,16,3,4,2,4,2,2,26-35,Low,4-7 Years
34,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,7756,22266,0,No,17,3,7,2,6,2,0,26-35,Medium,4-7 Years
37,0,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,6694,24223,2,Yes,14,3,8,3,1,0,0,36-45,Medium,0-1 Years
25,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,3691,4605,1,Yes,15,3,7,4,7,7,5,18-25,Low,4-7 Years
26,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,2377,19373,1,No,20,4,1,2,1,1,0,26-35,Low,0-1 Years
33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,2313,2993,4,Yes,20,4,5,3,2,2,2,26-35,Low,0-1 Years
42,0,Travel_Rarely,469,Research & Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,17665,14399,0,No,17,3,23,3,22,6,13,36-45,High,8+ Years
28,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,2596,7160,1,No,15,3,1,3,1,0,0,26-35,Low,0-1 Years
